"id","username","location","relationship_type","target"
15115,"senategop","Washington, D.C.","following","southdakotastrong"
15116,"sdakotahusker","Omaha","following","southdakotastrong"
15117,"anasmith565","","following","southdakotastrong"
15118,"vieiraluiz","Barra da Tijuca - RJ - Brasil","following","southdakotastrong"
15119,"etw2004","","following","southdakotastrong"
15120,"shoveling","","following","southdakotastrong"
15121,"quentina","","following","southdakotastrong"
15122,"immoralbutlegal","Republic of Texas","following","southdakotastrong"
15123,"soarnow","Texas","following","southdakotastrong"
15124,"cttalk","","following","southdakotastrong"
15125,"danasioux","","following","southdakotastrong"
15126,"mermaid26","Medford, New York Suffolk","following","southdakotastrong"
15127,"stacybrianbartley","26164","following","southdakotastrong"
15128,"nctrhldy","","following","southdakotastrong"
15129,"tikng01","","following","southdakotastrong"
15130,"db_ranch","Central Valley California","following","southdakotastrong"
15131,"carl64","","following","southdakotastrong"
15132,"cavebush","43.388435x~123.3","following","southdakotastrong"
15133,"gofigure2022","","following","southdakotastrong"
15134,"yelihuan","","following","southdakotastrong"
15135,"rocky_7777777","","following","southdakotastrong"
15136,"ccmiddleton1967","Arkansas","following","southdakotastrong"
15137,"gettr777777123","🌸大阪🌸","following","southdakotastrong"
15138,"fiscal_patriot","Soviet Republic of New York","following","southdakotastrong"
15139,"lnghaircntryboy","","following","southdakotastrong"
15140,"frostyegg","Minnesota","following","southdakotastrong"
15141,"tonygunter","Ohio","following","southdakotastrong"
15142,"eastoncorbindan","Nashville, Tennessee","following","southdakotastrong"
15143,"reprosendale","","following","southdakotastrong"
15144,"robg85","Andrews TX","following","southdakotastrong"
15145,"lisahenson016","Texas","following","southdakotastrong"
15146,"jackson_92","Buffalo, New York","following","southdakotastrong"
15147,"jpscollan","Maryland","following","southdakotastrong"
15148,"markwb2005","Houston TX","following","southdakotastrong"
15149,"lp11177","","following","southdakotastrong"
15150,"chris454097","Bentonville Arkansas","following","southdakotastrong"
15151,"barrynmaples","","following","southdakotastrong"
15152,"serenav","Southampton, United Kingdom","following","southdakotastrong"
15153,"dermody_austin_1257","Hudson, NY","following","southdakotastrong"
15154,"aries52","GA","following","southdakotastrong"
15155,"ctwork","Oregon","following","southdakotastrong"
15156,"jwdr1","Tulsa, OK area","following","southdakotastrong"
15157,"otsie68","","following","southdakotastrong"
15158,"skerman","","following","southdakotastrong"
15159,"gadsdenwarrior","Arizona and Nebraska","following","southdakotastrong"
15160,"avsangie","Montana","following","southdakotastrong"
15161,"ulee1016","","following","southdakotastrong"
15162,"philly2la","CA","follower","fperez1776"
15163,"omnia1996","","follower","fperez1776"
15164,"katiesteven_022","","follower","fperez1776"
15165,"matanga","","follower","fperez1776"
15166,"5atton","","follower","fperez1776"
15167,"operationfollow","⬇️Join @OHMichael’s Meme Group","follower","fperez1776"
15168,"destin3838","P-cola FL.","follower","fperez1776"
15169,"robert321","","follower","fperez1776"
15170,"the_hyena","","follower","fperez1776"
15171,"mlkhaeelkiffer75","","follower","fperez1776"
15172,"thenewgodofmaga","","follower","fperez1776"
15173,"junemayfield345","","follower","fperez1776"
15174,"javelin1969","🍁🤡 Clown Land Canada 🤡🍁","follower","fperez1776"
15175,"mainecabinfever","Maine","follower","fperez1776"
15176,"jjbulgade67","Brasil Minas Gerais","follower","fperez1776"
15177,"bayoemma1","Mityana Uganda","follower","fperez1776"
15178,"hongkongner","","follower","fperez1776"
15179,"trumpian45","","follower","fperez1776"
15180,"ebrimafatty","The Gambia Brikama Town","follower","fperez1776"
15181,"theseekeroftruth","","follower","fperez1776"
15182,"ellipse","Truth_ellipse@protonmail.com","follower","fperez1776"
15183,"eliseecklund","","follower","fperez1776"
15184,"tt_aspame","","follower","fperez1776"
15185,"saveourworld","","follower","fperez1776"
15186,"shelleyrichards564","Pennsylvania","follower","fperez1776"
15187,"zjn123","","follower","fperez1776"
15188,"zaq1868b","","follower","fperez1776"
15189,"mssethi_7350","","follower","fperez1776"
15190,"thehammer70","New York City","follower","fperez1776"
15191,"scurvyjuice","Your mom's basement","follower","fperez1776"
15192,"sarah_5693","","follower","fperez1776"
15193,"zhangting","Canada","follower","fperez1776"
15194,"pamelaausten_3715","Los Angeles California","follower","fperez1776"
15195,"laielkha","","follower","fperez1776"
15196,"kimhalper700","Atlanta Geogria","follower","fperez1776"
15197,"allinson","","follower","fperez1776"
15198,"consfighters","","follower","fperez1776"
15199,"donato_james","Gaza strip.","follower","fperez1776"
15200,"tutuer","","follower","fperez1776"
15201,"zaq1868","","follower","fperez1776"
15202,"konezone","The EXTREME LEFT COAST","follower","fperez1776"
15203,"dayan777","新中国联邦 NFSC","follower","fperez1776"
15204,"sachinfrederick_6","","follower","fperez1776"
15205,"realmattcouch","http://www.faithnfreedoms.com","follower","fperez1776"
15206,"laverne_4913","","follower","fperez1776"
15207,"patricia_2152","Louisiana","follower","fperez1776"
15208,"tommygunz21_4952","","follower","fperez1776"
15209,"bella_5688","Alaska","follower","fperez1776"
15210,"sangshenzi","","follower","fperez1776"
15211,"gihem","","follower","fperez1776"
15212,"robert321","","following","fperez1776"
15213,"gettrfinance","","following","fperez1776"
15214,"gettrworldnews","","following","fperez1776"
15215,"the_hyena","","following","fperez1776"
15216,"16zss","Democracy USA","following","fperez1776"
15217,"officialrt","","following","fperez1776"
15218,"saveourworld","","following","fperez1776"
15219,"tt_aspame","","following","fperez1776"
15220,"thehammer70","New York City","following","fperez1776"
15221,"scurvyjuice","Your mom's basement","following","fperez1776"
15222,"laielkha","","following","fperez1776"
15223,"breedlove22","Links to All My Work👉","following","fperez1776"
15224,"gihem","","following","fperez1776"
15225,"tzipi","🌍","following","fperez1776"
15226,"susanplasencia","District 37","following","fperez1776"
15227,"cryptonft","NY","following","fperez1776"
15228,"bitnews","","following","fperez1776"
15229,"cryptonetwork","","following","fperez1776"
15230,"bitcoinews","","following","fperez1776"
15231,"cryptorevoltfr","","following","fperez1776"
15232,"ahmedshameya","Gaza","following","fperez1776"
15233,"luisfpr","Chicago, IL","following","fperez1776"
15234,"theblueroseofdetroit","Detroit, MI","following","fperez1776"
15235,"mariabartiromo","New York, NY","following","fperez1776"
15236,"cryptowithmelissa","New Jersey","following","fperez1776"
15237,"better_bachelor","","following","fperez1776"
15238,"jakeshields","","following","fperez1776"
15239,"kattypolly23","","following","fperez1776"
15240,"palestina74","🦖💚🤍💜terf island🦖💚🤍💜","following","fperez1776"
15241,"palestina","Dubai","following","fperez1776"
15242,"rodrigood","","following","fperez1776"
15243,"qinqin119","null","following","fperez1776"
15244,"tatesocialnetworks","","following","fperez1776"
15245,"savepalestine","Palestine","following","fperez1776"
15246,"cobratate","","following","fperez1776"
15247,"gettr","New York, NY","following","fperez1776"
15248,"wendaoliu","新中国联邦","follower","bobbypizazz"
15249,"anta02","NY","follower","bobbypizazz"
15250,"yisheng20110906","","follower","bobbypizazz"
15251,"sunsun3128","","follower","bobbypizazz"
15252,"mayflower4733","","follower","bobbypizazz"
15253,"heibai00","","follower","bobbypizazz"
15254,"weizhenbupo7749","The New Federal State of China","follower","bobbypizazz"
15255,"wcstf1986christine","","follower","bobbypizazz"
15256,"hiltolz","Texas","follower","bobbypizazz"
15257,"madeintheusa135","USA ville","follower","bobbypizazz"
15258,"jacklee","New York","follower","bobbypizazz"
15259,"yingli26","","follower","bobbypizazz"
15260,"huashengxiao","","follower","bobbypizazz"
15261,"jbond777","","follower","bobbypizazz"
15262,"northtiger","","follower","bobbypizazz"
15263,"marteau","法国🇫🇷","follower","bobbypizazz"
15264,"xingminlaopo","","follower","bobbypizazz"
15265,"lookdownnow","","follower","bobbypizazz"
15266,"joepang","","follower","bobbypizazz"
15267,"fengfenh","万教归一Wanjiao Guiichi","follower","bobbypizazz"
15268,"12020730","","follower","bobbypizazz"
15269,"strength_777","","follower","bobbypizazz"
15270,"jk007","NFSC","follower","bobbypizazz"
15271,"zhixinglee","","follower","bobbypizazz"
15272,"v24608753","","follower","bobbypizazz"
15273,"oldrowswig","USA","follower","bobbypizazz"
15274,"zhihuihai","日本","follower","bobbypizazz"
15275,"andy009","","follower","bobbypizazz"
15276,"designteam","日本东京","follower","bobbypizazz"
15277,"vojnaslo91","Vipavska dolina, Slovenija","follower","bobbypizazz"
15278,"kgwudi008","","follower","bobbypizazz"
15279,"sakula","NFSC","follower","bobbypizazz"
15280,"qiyui","","follower","bobbypizazz"
15281,"oldhundrednames","","follower","bobbypizazz"
15282,"aika1049","","follower","bobbypizazz"
15283,"wisdom_777","NFSC","follower","bobbypizazz"
15284,"mariajhq","","follower","bobbypizazz"
15285,"universalfamily","","follower","bobbypizazz"
15286,"zhanying","","follower","bobbypizazz"
15287,"shenghua_777","","follower","bobbypizazz"
15288,"boboo","","follower","bobbypizazz"
15289,"huaxia_0335","","follower","bobbypizazz"
15290,"mihuyiya1","","follower","bobbypizazz"
15291,"dinodj","","follower","bobbypizazz"
15292,"honeygripper","MAN CITY FC 💙💫 ENGLAND❤🤍💙","follower","bobbypizazz"
15293,"bob_eckert","156.5K Total Followers","follower","bobbypizazz"
15294,"kaster","usa","follower","bobbypizazz"
15295,"bruceluo","纽约","follower","bobbypizazz"
15296,"af69988","新中国联邦","follower","bobbypizazz"
15297,"amelia_7075","England UK","follower","bobbypizazz"
15298,"anta02","NY","following","bobbypizazz"
15299,"sunsun3128","","following","bobbypizazz"
15300,"yisheng20110906","","following","bobbypizazz"
15301,"mayflower4733","","following","bobbypizazz"
15302,"2therafters","San Luis Potosi, Mexico","following","bobbypizazz"
15303,"georgenewsorg","New York City","following","bobbypizazz"
15304,"weizhenbupo7749","The New Federal State of China","following","bobbypizazz"
15305,"wcstf1986christine","","following","bobbypizazz"
15306,"jbond777","","following","bobbypizazz"
15307,"jamesluke1212","🇺🇸","following","bobbypizazz"
15308,"gettr","New York, NY","following","bobbypizazz"
15309,"hiltolz","Texas","following","bobbypizazz"
15310,"huashengxiao","","following","bobbypizazz"
15311,"yingli26","","following","bobbypizazz"
15312,"jacklee","New York","following","bobbypizazz"
15313,"madeintheusa135","USA ville","following","bobbypizazz"
15314,"remover","","following","bobbypizazz"
15315,"v24608753","","following","bobbypizazz"
15316,"zhixinglee","","following","bobbypizazz"
15317,"joepang","","following","bobbypizazz"
15318,"fengfenh","万教归一Wanjiao Guiichi","following","bobbypizazz"
15319,"marteau","法国🇫🇷","following","bobbypizazz"
15320,"northtiger","","following","bobbypizazz"
15321,"lookdownnow","","following","bobbypizazz"
15322,"xingminlaopo","","following","bobbypizazz"
15323,"qiyui","","following","bobbypizazz"
15324,"sakula","NFSC","following","bobbypizazz"
15325,"kgwudi008","","following","bobbypizazz"
15326,"wisdom_777","NFSC","following","bobbypizazz"
15327,"oldhundrednames","","following","bobbypizazz"
15328,"universalfamily","","following","bobbypizazz"
15329,"mariajhq","","following","bobbypizazz"
15330,"aika1049","","following","bobbypizazz"
15331,"zhanying","","following","bobbypizazz"
15332,"boboo","","following","bobbypizazz"
15333,"shenghua_777","","following","bobbypizazz"
15334,"mihuyiya1","","following","bobbypizazz"
15335,"huaxia_0335","","following","bobbypizazz"
15336,"af69988","新中国联邦","following","bobbypizazz"
15337,"cailinangel","MAGAFORNIA","following","bobbypizazz"
15338,"dinodj","","following","bobbypizazz"
15339,"bruceluo","纽约","following","bobbypizazz"
15340,"kaster","usa","following","bobbypizazz"
15341,"bob_eckert","156.5K Total Followers","following","bobbypizazz"
15342,"honeygripper","MAN CITY FC 💙💫 ENGLAND❤🤍💙","following","bobbypizazz"
15343,"mijnnaamisrepelsteeltje","Netherlands","following","bobbypizazz"
15344,"amelia_7075","England UK","following","bobbypizazz"
15345,"sky7777","","following","bobbypizazz"
15346,"oannreporter24","","following","bobbypizazz"
15347,"chesapeakemark1","Sunrise 🌞 🌊 👆","following","bobbypizazz"
15348,"hkz286","","follower","californiagirl1"
15349,"shelly_","🌏 planet earth 🌎","follower","californiagirl1"
15350,"wenbai","","follower","californiagirl1"
15351,"jiaoma","新中国联邦","follower","californiagirl1"
15352,"cad1717","","follower","californiagirl1"
15353,"matanga","","follower","californiagirl1"
15354,"qcqjt526","","follower","californiagirl1"
15355,"botao","NYC.NY","follower","californiagirl1"
15356,"gettr85_8500","Pompano beach","follower","californiagirl1"
15357,"epamaricalove","Santa Clarita California","follower","californiagirl1"
15358,"gettrfood","Mars","follower","californiagirl1"
15359,"conservativefirst","","follower","californiagirl1"
15360,"gn860603","","follower","californiagirl1"
15361,"kele777","新中国联邦","follower","californiagirl1"
15362,"vaszaf","","follower","californiagirl1"
15363,"catburk12","Ohio culumbus","follower","californiagirl1"
15364,"edivaldo31","Brasil","follower","californiagirl1"
15365,"krebillj","West Michigan","follower","californiagirl1"
15366,"jeffreydiggins","New Hampshire","follower","californiagirl1"
15367,"johnpdalton","USA","follower","californiagirl1"
15368,"triggeralib","United States of America","follower","californiagirl1"
